0.3887195121951379, 149.0853658536589
5.236280487804876, 172.86585365853716
10.083841463414629, 196.64634146341632
15.777439024390233, 243.44512195122115
20.69359756097562, 301.52439024390424
25.58689024390246, 348.1707317073178
30.82317073170732, 566.3109756097565
36.53963414634147, 624.5426829268308
42.25609756097562, 682.7743902439033
47.0807926829268, 695.121951219513
51.0823170731707, 695.8841463414637
56.638719512195095, 674.0853658536598
61.44054878048779, 675.0000000000009
71.77591463414633, 642.6829268292695
82.15701219512194, 633.2317073170743
91.7606707317073, 635.0609756097574
102.09603658536581, 602.7439024390242
112.47713414634141, 593.2926829268299
122.12652439024389, 617.9878048780502
131.86737804878044, 688.414634146342
142.29420731707313, 701.829268292684
152.7667682926829, 738.1097560975613
162.37042682926824, 739.9390243902435
172.77439024390236, 741.9207317073169
182.37804878048775, 743.75
192.00457317073165, 757.0121951219526
203.23170731707313, 770.5792682926831
212.85823170731703, 783.8414634146347
223.30792682926824, 808.6890243902444
232.91158536585357, 810.5182926829275
243.36128048780472, 835.3658536585363
